timestamp,action,price,pnl
2022-11-30 12:55:00+05:30,SELL,2652.25,439.0
2022-12-05 12:10:00+05:30,BUY,2612.8,0.0
2022-12-05 15:15:00+05:30,SELL,2618.2,142.0
2022-12-08 10:15:00+05:30,BUY,2706.0,0.0
2022-12-08 11:40:00+05:30,SELL,2688.0,-560.0
2022-12-08 13:30:00+05:30,BUY,2699.3,0.0
2022-12-08 15:15:00+05:30,SELL,2705.0,151.0
2022-12-09 12:40:00+05:30,BUY,2729.85,0.0
2022-12-09 15:15:00+05:30,SELL,2719.2,-339.5
2022-12-12 13:35:00+05:30,BUY,2708.6,0.0
2022-12-12 15:15:00+05:30,SELL,2717.05,233.5
2022-12-13 10:40:00+05:30,BUY,2712.15,0.0
2022-12-13 13:35:00+05:30,SELL,2714.05,37.0
2022-12-21 13:55:00+05:30,BUY,2660.95,0.0
